time,sm_value_first,sm_value_last,sm_value_avg,sm_value_max,rain_accumulated_3H,rain_average_3H,rain_accumulated_6H,rain_average_6H,rain_accumulated_12H,rain_average_12H,rain_accumulated_24H,rain_average_24H,rain_peak_3H,rain_peak_6H,rain_peak_12H,rain_peak_24H,event_n,event_threshold,event_index,event_domain
2017-05-26,0.460,0.440,0.450,0.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-05-25,0.480,0.460,0.470,0.480,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-05-24,0.495,0.480,0.487,0.495,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-05-23,0.511,0.495,0.503,0.511,0.030,0.010,0.030,0.005,0.030,0.003,0.030,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-05-22,0.522,0.511,0.517,0.522,0.030,0.010,0.030,0.006,0.030,0.003,0.030,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-05-21,0.524,0.522,0.523,0.524,0.019,0.006,0.023,0.005,0.029,0.003,0.029,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-05-20,0.511,0.524,0.518,0.524,1.563,0.521,1.563,0.261,1.583,0.144,2.724,0.118,1.200,1.200,1.400,1.400,0,white,0,alert_area_e
2017-05-19,0.505,0.511,0.508,0.511,4.808,1.603,8.294,1.382,8.295,0.754,8.644,0.376,7.000,7.000,7.400,7.400,0,white,0,alert_area_e
2017-05-18,0.525,0.505,0.515,0.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-05-17,0.553,0.525,0.539,0.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-05-16,0.579,0.553,0.566,0.579,0.030,0.010,0.030,0.006,0.030,0.003,0.030,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-05-15,0.589,0.579,0.584,0.589,0.214,0.071,0.214,0.036,0.214,0.018,0.273,0.012,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-05-14,0.594,0.589,0.592,0.594,0.020,0.007,0.021,0.004,0.021,0.002,0.024,0.001,1.200,1.400,1.400,1.400,0,white,0,alert_area_e
2017-05-13,0.597,0.594,0.596,0.597,0.075,0.038,0.092,0.018,0.099,0.009,0.117,0.005,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-05-12,0.600,0.597,0.598,0.600,1.116,0.372,1.535,0.256,2.575,0.215,3.042,0.132,6.200,6.600,7.000,7.000,0,white,0,alert_area_e
2017-05-11,0.618,0.600,0.609,0.618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.800,0.800,0.800,0,white,0,alert_area_e
2017-05-10,0.641,0.618,0.630,0.641,0.030,0.015,0.043,0.009,0.048,0.004,0.059,0.003,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-05-09,0.664,0.641,0.653,0.664,0.445,0.148,0.780,0.130,0.780,0.065,0.786,0.034,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-05-08,0.699,0.664,0.681,0.699,0.737,0.246,0.911,0.152,0.911,0.076,1.097,0.048,2.800,2.800,3.000,3.000,0,white,0,alert_area_e
2017-05-07,0.759,0.699,0.729,0.759,0.015,0.005,0.015,0.003,0.028,0.003,0.028,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-05-06,0.662,0.759,0.710,0.759,10.848,3.616,21.474,3.579,27.022,2.252,27.145,1.180,13.000,23.600,25.800,33.200,0,white,0,alert_area_e
2017-05-05,0.697,0.662,0.679,0.697,0.031,0.010,0.033,0.007,0.043,0.004,0.043,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-05-04,0.685,0.697,0.691,0.697,3.602,1.201,5.570,0.928,7.794,0.709,10.120,0.440,5.200,5.200,5.400,5.600,0,white,0,alert_area_e
2017-05-03,0.683,0.685,0.684,0.685,4.310,1.437,4.312,0.719,4.391,0.366,5.705,0.248,2.000,2.000,2.600,3.400,0,white,0,alert_area_e
2017-05-02,0.648,0.683,0.665,0.683,8.365,2.788,11.558,1.926,12.829,1.069,12.893,0.561,5.000,5.800,7.600,7.600,0,white,0,alert_area_e
2017-05-01,0.574,0.648,0.611,0.648,16.753,5.584,17.956,2.993,17.956,1.632,22.739,0.989,32.800,46.400,46.600,46.800,0,white,0,alert_area_e
2017-04-30,0.587,0.574,0.580,0.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-04-29,0.601,0.587,0.594,0.601,0.030,0.010,0.030,0.005,0.031,0.003,0.031,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-04-28,0.612,0.601,0.607,0.612,0.824,0.275,0.867,0.144,1.276,0.116,1.282,0.056,1.600,1.800,2.000,2.000,0,white,0,alert_area_e
2017-04-27,0.565,0.612,0.589,0.612,6.260,2.087,8.238,1.373,9.549,0.796,10.797,0.469,6.000,8.600,8.600,10.000,0,white,0,alert_area_e
2017-04-26,0.342,0.565,0.454,0.565,11.873,3.958,14.635,2.439,22.422,1.868,39.526,1.719,27.000,39.600,40.800,61.400,0,white,0,alert_area_e
2017-04-25,0.339,0.342,0.341,0.342,2.201,0.734,2.256,0.451,4.153,0.378,4.308,0.187,3.200,4.600,4.600,4.600,0,white,0,alert_area_e
2017-04-24,0.342,0.339,0.341,0.342,0.012,0.004,0.015,0.003,0.024,0.002,0.024,0.001,0.800,0.800,0.800,0.800,0,white,0,alert_area_e
2017-04-23,0.341,0.342,0.342,0.342,0.420,0.210,0.777,0.155,1.193,0.108,1.478,0.064,0.200,0.200,0.400,0.400,0,white,0,alert_area_e
2017-04-22,0.347,0.341,0.344,0.347,0.015,0.005,0.022,0.004,0.022,0.002,0.022,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-04-21,0.354,0.347,0.350,0.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-04-20,0.364,0.354,0.359,0.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-04-19,0.380,0.364,0.372,0.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-04-18,0.393,0.380,0.387,0.393,0.127,0.042,0.127,0.021,0.127,0.011,0.128,0.006,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-04-17,0.402,0.393,0.397,0.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-04-16,0.405,0.402,0.404,0.405,0.047,0.016,0.050,0.010,0.055,0.005,0.055,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-04-15,0.404,0.405,0.405,0.405,1.916,0.639,1.916,0.319,2.557,0.213,2.557,0.111,10.000,10.000,10.000,10.000,0,white,0,alert_area_e
2017-04-14,0.406,0.404,0.405,0.406,0.061,0.020,0.061,0.010,0.093,0.008,0.113,0.005,0.200,0.200,0.400,0.400,0,white,0,alert_area_e
2017-04-13,0.409,0.406,0.407,0.409,0.111,0.037,0.221,0.037,0.226,0.021,0.226,0.010,0.800,1.000,1.000,1.000,0,white,0,alert_area_e
2017-04-12,0.417,0.409,0.413,0.417,0.044,0.015,0.044,0.009,0.044,0.004,0.044,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-04-11,0.422,0.417,0.420,0.422,0.002,0.001,0.002,0.000,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-04-10,0.430,0.422,0.426,0.430,0.030,0.010,0.031,0.006,0.038,0.003,0.038,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-04-09,0.438,0.430,0.434,0.438,0.030,0.010,0.030,0.005,0.030,0.002,0.054,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-04-08,0.446,0.438,0.442,0.446,0.059,0.020,0.059,0.010,0.059,0.005,0.062,0.003,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-04-07,0.454,0.446,0.450,0.454,0.012,0.004,0.012,0.002,0.022,0.002,0.022,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-04-06,0.459,0.454,0.457,0.459,0.030,0.010,0.030,0.005,0.030,0.003,0.030,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-04-05,0.465,0.459,0.462,0.465,0.788,0.263,1.079,0.180,1.079,0.098,1.346,0.059,4.200,4.200,4.200,4.400,0,white,0,alert_area_e
2017-04-04,0.481,0.465,0.473,0.481,0.236,0.079,0.236,0.039,0.236,0.020,0.236,0.010,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-04-03,0.500,0.481,0.490,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-04-02,0.504,0.500,0.502,0.504,1.373,0.458,1.373,0.275,1.843,0.168,1.856,0.081,7.200,9.000,15.200,16.000,0,white,0,alert_area_e
2017-04-01,0.520,0.504,0.512,0.520,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,1.400,2.000,2.000,2.000,0,white,0,alert_area_e
2017-03-31,0.540,0.520,0.530,0.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-30,0.563,0.540,0.551,0.563,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-29,0.577,0.563,0.570,0.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-28,0.585,0.577,0.581,0.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-03-27,0.591,0.585,0.588,0.591,0.031,0.010,0.031,0.006,0.061,0.006,0.061,0.003,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-03-26,0.576,0.591,0.584,0.591,2.315,0.772,2.565,0.513,4.687,0.426,5.204,0.226,0.400,0.400,0.400,0.400,0,white,0,alert_area_e
2017-03-25,0.567,0.576,0.571,0.576,3.201,1.067,4.726,0.788,5.333,0.444,5.334,0.232,4.400,6.800,11.000,11.000,0,white,0,alert_area_e
2017-03-24,0.526,0.567,0.547,0.567,4.126,2.063,5.829,1.166,8.238,0.749,8.281,0.360,28.200,51.000,65.200,69.000,0,white,0,alert_area_e
2017-03-23,0.465,0.526,0.495,0.526,3.723,1.241,6.545,1.091,6.927,0.577,11.497,0.500,11.000,12.800,14.400,19.600,0,white,0,alert_area_e
2017-03-22,0.465,0.465,0.465,0.465,0.620,0.207,0.767,0.128,0.968,0.088,1.270,0.055,1.000,1.600,2.200,3.000,0,white,0,alert_area_e
2017-03-21,0.470,0.465,0.467,0.470,0.022,0.007,0.028,0.006,0.028,0.003,0.028,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-03-20,0.473,0.470,0.471,0.473,0.019,0.009,0.019,0.004,0.032,0.003,0.032,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-03-19,0.473,0.473,0.473,0.473,0.094,0.031,0.111,0.018,0.117,0.011,0.117,0.005,0.400,0.400,0.400,0.400,0,white,0,alert_area_e
2017-03-18,0.475,0.473,0.474,0.475,0.005,0.002,0.007,0.001,0.008,0.001,0.009,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-03-17,0.486,0.475,0.480,0.486,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-16,0.501,0.486,0.493,0.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-15,0.513,0.501,0.507,0.513,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-14,0.523,0.513,0.518,0.523,0.030,0.010,0.030,0.005,0.030,0.003,0.030,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-13,0.541,0.523,0.532,0.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-12,0.552,0.541,0.546,0.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-11,0.571,0.552,0.562,0.571,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-10,0.614,0.571,0.593,0.614,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-09,0.630,0.614,0.622,0.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-08,0.658,0.630,0.644,0.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-07,0.688,0.658,0.673,0.688,0.012,0.004,0.019,0.004,0.024,0.002,0.024,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-06,0.731,0.688,0.709,0.731,0.518,0.173,0.545,0.091,0.993,0.083,1.037,0.045,1.400,1.400,1.400,1.400,0,white,0,alert_area_e
2017-03-05,0.779,0.731,0.755,0.779,2.043,0.801,3.645,0.729,4.555,0.414,5.178,0.225,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-04,0.672,0.779,0.726,0.779,17.222,5.741,19.898,3.316,21.004,1.909,28.886,1.256,32.600,47.000,52.800,53.400,0,white,0,alert_area_e
2017-03-03,0.699,0.672,0.686,0.699,1.977,0.659,2.372,0.395,4.033,0.367,4.057,0.176,9.600,11.400,19.000,19.200,0,white,0,alert_area_e
2017-03-02,0.751,0.699,0.725,0.751,0.258,0.086,0.468,0.078,0.589,0.054,0.605,0.026,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-03-01,0.841,0.751,0.796,0.841,0.013,0.007,0.026,0.005,0.052,0.005,0.052,0.002,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-02-28,0.624,0.841,0.733,0.841,8.992,2.997,17.411,2.902,25.505,2.319,33.162,1.442,40.800,59.200,101.400,106.600,0,white,0,alert_area_e
2017-02-27,0.612,0.624,0.618,0.624,2.211,0.737,2.317,0.386,2.521,0.210,3.460,0.150,5.200,5.200,5.400,5.400,0,white,0,alert_area_e
2017-02-26,0.615,0.612,0.614,0.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-02-25,0.621,0.615,0.618,0.621,0.006,0.002,0.006,0.001,0.008,0.001,0.008,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-02-24,0.610,0.621,0.615,0.621,0.912,0.304,1.026,0.171,1.678,0.153,2.560,0.111,2.200,2.200,2.400,3.600,0,white,0,alert_area_e
2017-02-23,0.608,0.610,0.609,0.610,0.579,0.193,0.663,0.111,0.767,0.064,0.891,0.039,2.000,2.600,3.200,3.200,0,white,0,alert_area_e
2017-02-22,0.609,0.608,0.609,0.609,0.314,0.105,0.328,0.055,0.328,0.030,0.411,0.018,0.800,1.400,1.400,1.400,0,white,0,alert_area_e
2017-02-21,0.610,0.609,0.610,0.610,0.033,0.011,0.048,0.008,0.067,0.006,0.099,0.004,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-02-20,0.612,0.610,0.611,0.612,0.030,0.010,0.030,0.005,0.034,0.003,0.041,0.002,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-02-19,0.613,0.612,0.612,0.613,0.017,0.006,0.020,0.003,0.031,0.003,0.036,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-02-18,0.615,0.613,0.614,0.615,0.030,0.010,0.053,0.009,0.079,0.007,0.087,0.004,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-02-17,0.616,0.615,0.616,0.616,0.617,0.206,0.674,0.112,0.923,0.084,1.157,0.050,0.600,0.600,1.000,1.000,0,white,0,alert_area_e
2017-02-16,0.618,0.616,0.617,0.618,0.038,0.013,0.060,0.010,0.076,0.007,0.115,0.005,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-02-15,0.621,0.618,0.620,0.621,0.041,0.014,0.045,0.007,0.045,0.004,0.045,0.002,0.400,0.400,0.400,0.400,0,white,0,alert_area_e
2017-02-14,0.626,0.621,0.623,0.626,0.024,0.008,0.024,0.005,0.047,0.004,0.047,0.002,3.000,3.400,5.200,5.800,0,white,0,alert_area_e
2017-02-13,0.633,0.626,0.629,0.633,0.014,0.005,0.016,0.003,0.019,0.002,0.019,0.001,4.800,6.600,9.000,17.200,0,white,0,alert_area_e
2017-02-12,0.629,0.633,0.631,0.633,1.340,0.447,1.682,0.280,1.682,0.153,2.472,0.107,5.000,7.400,9.200,11.600,0,white,0,alert_area_e
2017-02-11,0.637,0.629,0.633,0.637,0.086,0.029,0.111,0.018,0.111,0.009,0.135,0.006,3.800,5.200,5.600,8.600,0,white,0,alert_area_e
2017-02-10,0.650,0.637,0.644,0.650,0.164,0.055,0.249,0.041,0.330,0.030,0.352,0.015,6.600,9.600,14.600,17.000,0,white,0,alert_area_e
2017-02-09,0.672,0.650,0.661,0.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.200,3.400,3.400,3.600,0,white,0,alert_area_e
2017-02-08,0.709,0.672,0.690,0.709,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,6.600,9.000,14.800,14.800,0,white,0,alert_area_e
2017-02-07,0.770,0.709,0.739,0.770,0.032,0.011,0.032,0.005,0.032,0.003,0.032,0.001,3.200,3.600,4.000,4.000,0,white,0,alert_area_e
2017-02-06,0.869,0.770,0.820,0.869,0.451,0.150,0.724,0.121,0.833,0.076,0.965,0.042,5.600,8.400,9.600,13.800,0,white,0,alert_area_e
2017-02-05,0.804,0.869,0.836,0.869,19.074,6.358,24.570,4.095,24.609,2.237,38.572,1.677,12.600,18.800,19.000,31.800,0,white,0,alert_area_e
2017-02-04,0.829,0.804,0.816,0.829,8.691,2.897,9.286,1.548,9.295,0.845,18.013,0.783,7.800,8.200,8.200,8.400,0,white,0,alert_area_e
2017-02-03,0.735,0.829,0.782,0.829,19.012,6.337,21.444,3.574,28.320,2.575,33.898,1.474,37.600,43.400,60.400,60.400,2,green,1,alert_area_e
2017-02-02,0.750,0.735,0.742,0.750,1.951,0.650,2.655,0.442,4.606,0.419,8.012,0.348,9.800,14.000,17.000,18.600,0,white,0,alert_area_e
2017-02-01,0.659,0.750,0.704,0.750,8.328,2.776,15.602,2.600,26.209,2.383,30.012,1.305,4.800,8.000,10.200,11.600,0,white,0,alert_area_e
2017-01-31,0.563,0.659,0.611,0.659,5.504,1.835,7.286,1.214,11.940,0.995,19.672,0.855,2.000,2.400,3.200,5.800,0,white,0,alert_area_e
2017-01-30,0.557,0.563,0.560,0.563,1.762,0.587,2.753,0.459,3.284,0.299,4.818,0.209,3.200,4.800,4.800,5.600,0,white,0,alert_area_e
2017-01-29,0.557,0.557,0.557,0.557,0.073,0.024,0.124,0.021,0.125,0.011,0.132,0.006,9.000,11.000,12.600,19.200,0,white,0,alert_area_e
2017-01-28,0.557,0.557,0.557,0.557,0.307,0.102,0.403,0.067,0.423,0.038,0.842,0.037,3.800,4.800,5.800,7.600,0,white,0,alert_area_e
2017-01-27,0.557,0.557,0.557,0.557,1.333,0.444,1.363,0.227,1.554,0.129,1.723,0.075,3.400,6.200,6.200,6.200,0,white,0,alert_area_e
2017-01-26,0.560,0.557,0.559,0.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-25,0.565,0.560,0.562,0.565,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-24,0.567,0.565,0.566,0.567,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-23,0.570,0.567,0.568,0.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-22,0.572,0.570,0.571,0.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-21,0.575,0.572,0.573,0.575,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-20,0.578,0.575,0.576,0.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-19,0.581,0.578,0.580,0.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-18,0.587,0.581,0.584,0.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-17,0.591,0.587,0.589,0.591,0.002,0.001,0.002,0.000,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-16,0.594,0.591,0.592,0.594,0.049,0.016,0.050,0.008,0.050,0.004,0.050,0.002,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-15,0.597,0.594,0.595,0.597,0.030,0.010,0.034,0.006,0.046,0.004,0.046,0.002,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-14,0.598,0.597,0.597,0.598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-13,0.596,0.598,0.597,0.598,1.366,0.683,2.723,0.545,2.762,0.251,2.762,0.120,0.200,0.400,0.400,0.400,0,white,0,alert_area_e
2017-01-12,0.596,0.596,0.596,0.596,0.406,0.135,0.521,0.087,1.028,0.086,1.160,0.050,1.800,2.600,3.000,5.200,0,white,0,alert_area_e
2017-01-11,0.597,0.596,0.596,0.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-10,0.598,0.597,0.597,0.598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2017-01-09,0.598,0.598,0.598,0.598,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-08,0.598,0.598,0.598,0.598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-07,0.599,0.598,0.599,0.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-06,0.601,0.599,0.600,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-05,0.603,0.601,0.602,0.603,0.007,0.002,0.007,0.001,0.007,0.001,0.011,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-04,0.603,0.603,0.603,0.603,0.030,0.010,0.030,0.005,0.030,0.003,0.030,0.001,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-03,0.604,0.603,0.604,0.604,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-02,0.604,0.604,0.604,0.604,0.216,0.072,0.293,0.049,0.451,0.038,0.463,0.020,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2017-01-01,0.605,0.604,0.605,0.605,0.025,0.008,0.030,0.005,0.035,0.003,0.041,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2016-12-31,0.606,0.605,0.606,0.606,0.011,0.004,0.011,0.002,0.012,0.001,0.012,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2016-12-30,0.607,0.606,0.607,0.607,0.060,0.020,0.060,0.010,0.060,0.005,0.060,0.003,0.400,0.400,0.400,0.400,0,white,0,alert_area_e
2016-12-29,0.609,0.607,0.608,0.609,0.030,0.010,0.034,0.006,0.037,0.003,0.037,0.002,0.400,0.400,0.400,0.400,0,white,0,alert_area_e
2016-12-28,0.612,0.609,0.610,0.612,0.004,0.001,0.004,0.001,0.004,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2016-12-27,0.614,0.612,0.613,0.614,0.001,0.000,0.001,0.000,0.003,0.000,0.003,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2016-12-26,0.617,0.614,0.615,0.617,0.034,0.011,0.043,0.007,0.054,0.005,0.055,0.002,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2016-12-25,0.621,0.617,0.619,0.621,0.039,0.013,0.075,0.013,0.103,0.009,0.107,0.005,0.200,0.200,0.400,0.400,0,white,0,alert_area_e
2016-12-24,0.628,0.621,0.624,0.628,0.070,0.023,0.074,0.012,0.080,0.007,0.080,0.003,0.600,0.600,0.600,0.800,0,white,0,alert_area_e
2016-12-23,0.637,0.628,0.632,0.637,0.045,0.015,0.052,0.009,0.065,0.006,0.065,0.003,10.200,11.400,12.000,20.600,0,white,0,alert_area_e
2016-12-22,0.651,0.637,0.644,0.651,0.059,0.020,0.063,0.011,0.063,0.006,0.063,0.003,13.400,16.600,18.000,34.000,0,white,0,alert_area_e
2016-12-21,0.664,0.651,0.658,0.664,0.299,0.150,0.479,0.096,0.535,0.049,0.542,0.024,7.600,14.800,26.400,28.800,0,white,0,alert_area_e
2016-12-20,0.606,0.664,0.635,0.664,2.234,0.745,4.413,0.735,6.474,0.589,11.132,0.484,11.200,20.000,33.000,41.400,0,white,0,alert_area_e
2016-12-19,0.605,0.606,0.606,0.606,2.046,0.682,2.642,0.440,2.805,0.255,3.537,0.154,12.000,13.200,20.200,23.400,0,white,0,alert_area_e
2016-12-18,0.605,0.605,0.605,0.605,0.007,0.002,0.007,0.001,0.008,0.001,0.008,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2016-12-17,0.606,0.605,0.606,0.606,0.011,0.004,0.011,0.002,0.018,0.002,0.019,0.001,0.600,0.600,0.600,0.600,0,white,0,alert_area_e
2016-12-16,0.606,0.606,0.606,0.606,0.034,0.011,0.050,0.008,0.068,0.006,0.112,0.005,0.000,0.000,0.000,0.000,0,white,0,alert_area_e
2016-12-15,0.607,0.606,0.607,0.607,0.005,0.002,0.009,0.002,0.009,0.001,0.010,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
2016-12-14,0.608,0.607,0.607,0.608,0.071,0.024,0.081,0.014,0.092,0.008,0.118,0.005,0.200,0.200,0.200,0.200,0,white,0,alert_area_e
